Date,Close,High,Low,Open,Volume,Daily Return
2020-04-22,17.149999618530273,18.143999099731445,16.899999618530273,17.889999389648438,1640400,-0.0029070431506559302
2020-04-23,17.530000686645508,17.850000381469727,16.110000610351562,17.809999465942383,2797600,0.022157497175956165
2020-04-24,19.350000381469727,20.75,17.600000381469727,20.493999481201172,11444900,0.10382199791986935
2020-04-27,19.520000457763672,22.5,19.5,22.360000610351562,9594200,0.00878553348540212
2020-04-28,18.239999771118164,19.899999618530273,18.0,19.860000610351562,5725700,-0.06557380413054315
2020-04-29,19.399999618530273,19.799999237060547,18.350000381469727,18.350000381469727,3649400,0.06359648366053672
2020-04-30,19.459999084472656,19.850000381469727,18.8799991607666,19.5,3974800,0.003092756037225586
2020-05-01,20.1200008392334,20.350000381469727,19.010000228881836,19.389999389648438,5242400,0.0339158163315314
2020-05-04,20.989999771118164,21.780000686645508,19.950000762939453,20.360000610351562,6358100,0.043240501769179485
2020-05-05,21.610000610351562,22.1200008392334,21.149999618530273,21.940000534057617,4574100,0.029537915483281996
2020-05-06,23.829999923706055,24.479999542236328,21.75,21.940000534057617,9025000,0.10273018281596324
2020-05-07,23.510000228881836,26.850000381469727,23.040000915527344,24.299999237060547,13208900,-0.013428438768305795
2020-05-08,23.450000762939453,24.75,23.17799949645996,24.350000381469727,5183000,-0.002552082745991391
2020-05-11,24.459999084472656,25.15999984741211,23.5,23.520000457763672,7682400,0.043070289495658054
2020-05-12,26.299999237060547,28.149999618530273,24.799999237060547,26.149999618530273,17382300,0.07522486596313627
2020-05-13,25.854999542236328,27.950000762939453,23.5,27.440000534057617,14175800,-0.01692014097845107
2020-05-14,25.309999465942383,27.25,25.020000457763672,26.850000381469727,12180000,-0.021079098276665653
2020-05-15,29.229999542236328,29.399999618530273,25.350000381469727,25.889999389648438,24708100,0.15487950055347777
2020-05-18,29.549999237060547,31.780000686645508,28.5,31.700000762939453,17305200,0.010947646248226306
2020-05-19,29.56999969482422,30.40999984741211,28.229999542236328,29.540000915527344,8694000,0.0006768344595620146
2020-05-20,29.690000534057617,30.996999740600586,29.549999237060547,30.190000534057617,5879000,0.004058195484337501
2020-05-21,28.549999237060547,29.889999389648438,27.530000686645508,29.850000381469727,7661200,-0.0383968095820465
2020-05-22,29.110000610351562,29.479999542236328,27.559999465942383,28.469999313354492,6474800,0.019614759658700187
2020-05-26,33.38999938964844,33.5,29.65999984741211,30.5,11200600,0.14702846752173881
2020-05-27,35.150001525878906,35.650001525878906,31.989999771118164,34.459999084472656,15697100,0.05271045727470436
2020-05-28,37.25,39.599998474121094,34.619998931884766,35.709999084472656,23177600,0.05974390847678879
2020-05-29,39.70000076293945,39.869998931884766,36.650001525878906,37.0,14844000,0.06577183256213304
2020-06-01,43.70000076293945,43.97999954223633,40.0099983215332,40.7400016784668,20525200,0.10075566557001325
2020-06-02,41.27000045776367,44.790000915527344,39.79999923706055,44.540000915527344,27807800,-0.05560641333527361
2020-06-03,40.15999984741211,42.47999954223633,38.54999923706055,41.5099983215332,20116700,-0.02689606489070806
2020-06-04,40.529998779296875,42.474998474121094,38.79999923706055,39.0099983215332,14722200,0.009213120848868828
2020-06-05,39.34000015258789,41.59000015258789,39.060001373291016,41.529998779296875,9699500,-0.029360934185787557
2020-06-08,38.0,39.93000030517578,35.54999923706055,39.93000030517578,15237000,-0.034062027132446326
2020-06-09,39.40999984741211,40.599998474121094,37.18000030517578,37.79999923706055,8798500,0.03710525914242391
2020-06-10,39.11000061035156,40.79999923706055,38.38999938964844,40.060001373291016,7110000,-0.00761226181735819
2020-06-11,36.279998779296875,38.20000076293945,35.25,36.2599983215332,9994100,-0.07236005591637984
2020-06-12,36.880001068115234,38.400001525878906,35.709999084472656,37.88999938964844,8143000,0.01653810113027765
2020-06-15,41.790000915527344,41.790000915527344,35.5,35.650001525878906,17166500,0.13313448224536706
2020-06-16,40.56999969482422,41.79999923706055,39.099998474121094,40.959999084472656,11135200,-0.02919361555337574
2020-06-17,40.720001220703125,42.08000183105469,38.5,38.68000030517578,18133000,0.00369735092450707
2020-06-18,40.84000015258789,42.79999923706055,39.7599983215332,39.88999938964844,15449800,0.002946928494288903
2020-06-19,42.0,42.529998779296875,39.88999938964844,41.599998474121094,46279500,0.028403522112587565
2020-06-22,38.255001068115234,43.75,38.130001068115234,42.959999084472656,29652100,-0.08916664123535156
2020-06-23,37.9900016784668,40.53300094604492,37.77000045776367,39.75,20096900,-0.006927182910715146
2020-06-24,37.560001373291016,39.33000183105469,36.5,37.95000076293945,12890300,-0.011318775629839184
2020-06-25,36.06999969482422,37.06999969482422,34.220001220703125,37.0,18711400,-0.03966990479202537
2020-06-26,33.34000015258789,36.81999969482422,32.66999816894531,36.81999969482422,24395600,-0.07568615373811782
2020-06-29,33.540000915527344,34.380001068115234,30.81999969482422,33.15999984741211,20055500,0.005998823096103889
2020-06-30,33.2599983215332,34.650001525878906,32.34000015258789,33.060001373291016,13638000,-0.008348318018814194
2020-07-01,33.869998931884766,35.150001525878906,33.279998779296875,34.060001373291016,13891600,0.018340368043754163
2020-07-02,33.060001373291016,35.04999923706055,32.849998474121094,34.61000061035156,9233100,-0.023914897671615476
2020-07-06,32.41999816894531,33.97999954223633,32.15999984741211,33.72999954223633,9790300,-0.01935883780279446
2020-07-07,30.600000381469727,32.29999923706055,30.450000762939453,31.70400047302246,10303900,-0.05613812122972106
2020-07-08,33.099998474121094,33.36000061035156,30.559999465942383,30.75,11022300,0.08169928305508378
2020-07-09,32.81999969482422,34.2400016784668,31.850000381469727,33.83000183105469,7927300,-0.00845917801222229
2020-07-10,32.43000030517578,33.099998474121094,31.760000228881836,32.40999984741211,5215800,-0.011882979685400197
2020-07-13,29.5,32.869998931884766,29.329999923706055,32.54999923706055,11732400,-0.09034845135996372
2020-07-14,30.21500015258789,30.399999618530273,27.540000915527344,29.0,13161000,0.024237293308064123
2020-07-15,32.560001373291016,32.959999084472656,30.799999237060547,31.149999618530273,11668800,0.07761049839022682
2020-07-16,35.63999938964844,36.119998931884766,31.770000457763672,32.5,18160300,0.09459452968217463
2020-07-17,35.36000061035156,36.880001068115234,34.59000015258789,36.650001525878906,11155100,-0.007856307073287994
2020-07-20,35.40999984741211,36.75,34.7599983215332,35.41999816894531,8417900,0.0014140055485720726
2020-07-21,37.54999923706055,38.84000015258789,35.95000076293945,36.29999923706055,15166900,0.06043488841768063
2020-07-22,37.75,38.029998779296875,35.84000015258789,37.79999923706055,9975100,0.0053262521172585675
2020-07-23,36.209999084472656,38.349998474121094,35.4109992980957,37.66299819946289,9840200,-0.04079472623913494
2020-07-24,37.54999923706055,37.68000030517578,34.18000030517578,35.30500030517578,10971300,0.03700635698614252
2020-07-27,35.1150016784668,38.040000915527344,32.38999938964844,37.54999923706055,27022200,-0.06484680713895974
2020-07-28,34.630001068115234,36.099998474121094,34.29999923706055,35.970001220703125,11493800,-0.013811778076860404
2020-07-29,35.88999938964844,36.2400016784668,33.56999969482422,35.0,11040700,0.03638458800664934
2020-07-30,34.790000915527344,35.650001525878906,34.459999084472656,34.637001037597656,7599900,-0.030649163912729427
2020-07-31,33.375,35.77000045776367,32.279998779296875,35.459999084472656,14494200,-0.04067263231648277
2020-08-03,32.95000076293945,33.290000915527344,31.649999618530273,32.84000015258789,8513200,-0.012734059537394704
2020-08-04,33.060001373291016,33.84000015258789,32.29999923706055,32.380001068115234,4402900,0.0033384099485449514
2020-08-05,32.54999923706055,33.70000076293945,32.11000061035156,33.290000915527344,4611300,-0.01542656125363917
2020-08-06,33.650001525878906,34.27000045776367,32.369998931884766,32.369998931884766,6755100,0.033794233935524165
2020-08-07,34.09000015258789,35.41999816894531,33.5099983215332,34.45000076293945,8890500,0.013075738685200289
2020-08-10,31.610000610351562,34.099998474121094,30.510000228881836,34.04999923706055,16120100,-0.07274859287579272
2020-08-11,32.040000915527344,33.22700119018555,31.5,32.099998474121094,9547200,0.013603299489812981
2020-08-12,33.7400016784668,34.08000183105469,31.90999984741211,32.470001220703125,8417200,0.0530586989501487
2020-08-13,36.04999923706055,36.16999816894531,34.159000396728516,34.79999923706055,12792800,0.06846465452513639
2020-08-14,33.90999984741211,35.5,32.41999816894531,34.00400161743164,24298300,-0.059361981551679155
2020-08-17,34.68000030517578,35.72999954223633,33.459999084472656,34.15999984741211,7929900,0.022707179629269048
2020-08-18,37.209999084472656,37.61000061035156,34.869998931884766,35.0,12503400,0.0729526746549447
2020-08-19,36.27000045776367,38.16999816894531,36.220001220703125,37.0099983215332,8393100,-0.02526199005205665
2020-08-20,36.31999969482422,37.02000045776367,35.099998474121094,35.5,6016000,0.0013785287132479507
2020-08-21,35.150001525878906,36.595001220703125,34.64500045776367,36.0099983215332,6439000,-0.03221360624383607
2020-08-24,35.810001373291016,35.900001525878906,34.279998779296875,35.709999084472656,7599300,0.018776666252096508
2020-08-25,39.060001373291016,40.060001373291016,35.43000030517578,35.880001068115234,26762600,0.09075676837097313
2020-08-26,38.86000061035156,40.720001220703125,38.150001525878906,39.59000015258789,16781700,-0.005120347053449215
2020-08-27,39.060001373291016,40.439998626708984,36.5099983215332,37.189998626708984,16452900,0.005146699943339161
2020-08-28,36.31999969482422,38.61000061035156,36.189998626708984,37.9900016784668,18584400,-0.07014853000851129
2020-08-31,35.36000061035156,37.34000015258789,34.849998474121094,36.52000045776367,8565800,-0.026431693076513496
2020-09-01,36.93000030517578,37.18000030517578,35.220001220703125,35.400001525878906,7733100,0.04440044309175173
2020-09-02,39.900001525878906,41.29399871826172,37.11000061035156,41.06999969482422,50147500,0.08042245318603136
2020-09-03,38.27000045776367,40.88999938964844,37.20000076293945,39.83000183105469,17915500,-0.040852155533328105
2020-09-04,37.0,38.970001220703125,34.470001220703125,37.939998626708984,12715300,-0.03318527417226702
2020-09-08,37.0099983215332,38.16999816894531,35.52000045776367,35.599998474121094,8492500,0.00027022490630268514
2020-09-09,40.380001068115234,40.810001373291016,37.099998474121094,38.29999923706055,17851900,0.09105654956545339
2020-09-10,42.540000915527344,44.08000183105469,40.54999923706055,41.07500076293945,29967000,0.053491822443701764
2020-09-11,41.459999084472656,43.880001068115234,40.29999923706055,43.20000076293945,14763000,-0.025387912736515306
2020-09-14,48.619998931884766,49.310001373291016,40.33000183105469,41.970001220703125,50201000,0.17269657514521342
2020-09-15,48.209999084472656,49.880001068115234,46.51100158691406,47.790000915527344,34987900,-0.008432740773740233
2020-09-16,51.029998779296875,53.25400161743164,49.5,49.90999984741211,49445400,0.05849408314410187
2020-09-17,53.11000061035156,54.31999969482422,48.04999923706055,49.099998474121094,48095500,0.04076037391359999
2020-09-18,55.38999938964844,55.70000076293945,52.599998474121094,53.25,36566600,0.042929744927407976
2020-09-21,51.4900016784668,53.97999954223633,49.099998474121094,53.31999969482422,30988000,-0.07040978072136417
2020-09-22,53.939998626708984,54.7599983215332,51.66999816894531,52.29999923706055,19666000,0.0475819939479003
2020-09-23,50.119998931884766,54.95800018310547,50.0099983215332,53.944000244140625,14877600,-0.07081942514052464
2020-09-24,50.56999969482422,51.849998474121094,47.10100173950195,49.400001525878906,21008500,0.008978467129479029
2020-09-25,53.189998626708984,53.59000015258789,51.400001525878906,53.470001220703125,21776800,0.051809352337269576
2020-09-28,56.88999938964844,58.38999938964844,53.849998474121094,55.25,28655800,0.069561963874192
2020-09-29,55.7400016784668,59.45000076293945,55.599998474121094,57.31999969482422,32564100,-0.020214408921067628
2020-09-30,58.84000015258789,59.119998931884766,55.79999923706055,56.20000076293945,19002800,0.05561532796506308
2020-10-01,61.83000183105469,62.72999954223633,59.81999969482422,61.779998779296875,24122700,0.0508157999781258
2020-10-02,63.779998779296875,64.19000244140625,58.849998474121094,58.9900016784668,20483900,0.03153803801543442
2020-10-05,60.54999923706055,62.45000076293945,58.599998474121094,61.34000015258789,34511900,-0.05064282853647206
2020-10-06,56.779998779296875,60.36000061035156,55.79999923706055,59.95000076293945,27202700,-0.06226260124304317
2020-10-07,53.33000183105469,54.880001068115234,52.20000076293945,52.86000061035156,65474600,-0.06076077883784892
2020-10-08,51.130001068115234,54.779998779296875,50.61000061035156,54.15800094604492,37242500,-0.04125259117576796
2020-10-09,48.81999969482422,51.70000076293945,48.2599983215332,50.75,29572800,-0.04517898151837785
2020-10-12,50.599998474121094,52.52000045776367,50.33000183105469,51.0099983215332,31713500,0.03646044224546752
2020-10-13,51.18000030517578,51.400001525878906,49.525001525878906,50.849998474121094,19134200,0.011462487125396326
2020-10-14,47.560001373291016,52.220001220703125,47.5,51.5099983215332,27246700,-0.07073073290932896
2020-10-15,45.0,48.470001220703125,44.79999923706055,47.52000045776367,36048200,-0.053826772484676044
2020-10-16,44.34000015258789,46.529998779296875,43.5,45.5,39295700,-0.014666663275824665
2020-10-19,44.58000183105469,44.970001220703125,41.70000076293945,44.43000030517578,49951400,0.005412757727579542
2020-10-20,42.529998779296875,44.970001220703125,42.29999923706055,43.0099983215332,70239700,-0.045984813090110044
2020-10-21,41.5,43.81999969482422,41.25,42.90999984741211,34853900,-0.02421817091135836
2020-10-22,43.0,43.06999969482422,40.43000030517578,41.849998474121094,37578200,0.03614457831325302
2020-10-23,42.7400016784668,43.4900016784668,41.7599983215332,43.117000579833984,23078900,-0.006046472593795427
2020-10-26,39.689998626708984,42.63999938964844,39.349998474121094,42.150001525878906,32577900,-0.071361790640604
2020-10-27,38.70000076293945,40.689998626708984,37.900001525878906,40.540000915527344,29019700,-0.02494325769775463
2020-10-28,38.150001525878906,40.0099983215332,37.119998931884766,37.599998474121094,27173700,-0.01421186631053628
2020-10-29,37.369998931884766,39.349998474121094,37.27000045776367,39.099998474121094,19740600,-0.020445676613276897
2020-10-30,35.400001525878906,38.18000030517578,34.900001525878906,37.43000030517578,24856800,-0.05271601451197849
2020-11-02,35.720001220703125,36.66999816894531,35.02000045776367,35.56999969482422,18077400,0.009039539012174469
2020-11-03,37.470001220703125,37.7599983215332,35.84000015258789,36.33000183105469,19587600,0.04899215957993053
2020-11-04,39.459999084472656,40.790000915527344,38.33000183105469,39.43000030517578,28877500,0.05310909524790741
2020-11-05,43.029998779296875,43.599998474121094,40.81999969482422,41.27000045776367,31924100,0.09047135777124238
2020-11-06,42.31999969482422,42.65999984741211,41.16999816894531,42.22999954223633,18198500,-0.016500095389597402
2020-11-09,41.5,44.4900016784668,41.470001220703125,44.16999816894531,21113400,-0.019376174403056612
2020-11-10,40.36000061035156,41.09000015258789,38.439998626708984,40.790000915527344,17118800,-0.02746986481080571
2020-11-11,41.63999938964844,41.867000579833984,39.75,40.77000045776367,12613500,0.0317145381551005
2020-11-12,41.25,42.09000015258789,40.86000061035156,40.939998626708984,14407200,-0.009365979715777573
2020-11-13,42.84000015258789,45.5,42.220001220703125,45.400001525878906,50356100,0.03854545824455502
2020-11-16,42.72999954223633,42.81999969482422,40.810001373291016,42.400001525878906,15999600,-0.0025677079822540305
2020-11-17,46.61000061035156,46.83000183105469,43.25,44.20000076293945,33970500,0.09080274068994698
2020-11-18,47.68000030517578,49.060001373291016,46.630001068115234,47.099998474121094,35497900,0.022956440266310274
2020-11-19,49.31999969482422,50.02000045776367,48.13999938964844,48.75,25892100,0.034395960133213554
2020-11-20,48.22999954223633,50.04999923706055,47.38999938964844,49.790000915527344,25416700,-0.02210057095159057
2020-11-23,48.029998779296875,48.880001068115234,46.900001525878906,48.5,18142500,-0.004146812457758942
2020-11-24,47.88999938964844,49.040000915527344,46.61000061035156,48.34600067138672,17707600,-0.002914832254977795
2020-11-25,50.22999954223633,51.08000183105469,47.77000045776367,47.790000915527344,23223100,0.0488619791691558
2020-11-27,52.75,52.97999954223633,50.707000732421875,51.81999969482422,15833100,0.05016923115129046
2020-11-30,52.36000061035156,53.720001220703125,49.08000183105469,53.5,24757400,-0.0073933533582641875
2020-12-01,50.779998779296875,52.65999984741211,49.939998626708984,52.35599899291992,15525300,-0.0301757412650282
2020-12-02,51.099998474121094,51.4900016784668,48.41999816894531,49.36000061035156,11952600,0.006301687721872895
2020-12-03,50.060001373291016,51.84000015258789,49.54999923706055,50.099998474121094,14833500,-0.020352194361742848
2020-12-04,49.25,50.95000076293945,49.08000183105469,50.24300003051758,13044000,-0.016180610289059705
2020-12-07,47.93000030517578,50.58000183105469,47.630001068115234,49.40999984741211,15649000,-0.026802024260390245
2020-12-08,50.849998474121094,50.904998779296875,45.709999084472656,47.4900016784668,28733500,0.060922139585924295
2020-12-09,48.939998626708984,53.439998626708984,48.33000183105469,50.099998474121094,36523000,-0.03756145338694861
2020-12-10,50.11000061035156,50.16999816894531,47.7760009765625,48.33000183105469,13172800,0.023906865886262008
2020-12-11,50.09000015258789,51.29999923706055,48.94300079345703,49.970001220703125,14363900,-0.00039913106206468374
2020-12-14,50.58000183105469,51.540000915527344,49.77000045776367,50.97999954223633,12597000,0.00978242517416894
2020-12-15,50.5,51.18000030517578,49.810001373291016,51.150001525878906,11735700,-0.0015816889711057769
2020-12-16,53.79999923706055,54.34000015258789,50.130001068115234,50.81999969482422,26323200,0.06534651954575343
2020-12-17,55.20000076293945,55.470001220703125,52.79999923706055,53.970001220703125,21196300,0.026022333563798794
2020-12-18,53.900001525878906,55.97999954223633,52.130001068115234,55.16999816894531,21257500,-0.023550710490811255
2020-12-21,53.34000015258789,54.2400016784668,51.79999923706055,51.95000076293945,12148000,-0.010389635573983091
2020-12-22,52.400001525878906,54.400001525878906,50.880001068115234,53.849998474121094,12317800,-0.01762277135395507
2020-12-23,53.88999938964844,54.73099899291992,51.40999984741211,52.57600021362305,13863800,0.028435072908035375
2020-12-24,52.11000061035156,54.48699951171875,51.95000076293945,54.0,6275300,-0.033030224521375495
2020-12-28,48.959999084472656,52.619998931884766,48.560001373291016,52.36000061035156,15618600,-0.06044907866021332
2020-12-29,48.11000061035156,49.5,47.279998779296875,49.040000915527344,13393800,-0.01736108026992722
2020-12-30,48.95000076293945,49.9900016784668,47.75,48.060001373291016,9497200,0.017459990478718712
2020-12-31,46.560001373291016,48.95000076293945,46.52000045776367,48.89799880981445,14606500,-0.048825318741525514
2021-01-04,44.86000061035156,47.22999954223633,44.5,47.0,14106500,-0.03651204280063991
2021-01-05,47.58000183105469,47.779998779296875,44.104000091552734,44.349998474121094,15146800,0.060633107081935256
2021-01-06,48.994998931884766,51.79999923706055,47.91999816894531,51.34199905395508,40876800,0.029739324219751007
2021-01-07,49.77000045776367,50.400001525878906,49.21500015258789,50.060001373291016,13108800,0.015817972094587684
2021-01-08,52.0,52.619998931884766,49.90999984741211,50.310001373291016,18242400,0.044806098487557344
2021-01-11,53.599998474121094,54.29999923706055,49.810001373291016,50.900001525878906,14488700,0.030769201425405734
2021-01-12,53.38999938964844,55.58000183105469,52.709999084472656,53.91999816894531,17030400,-0.003917893478561307
2021-01-13,54.630001068115234,55.22999954223633,52.619998931884766,53.5099983215332,11517600,0.02322535479757315
2021-01-14,54.91999816894531,56.77000045776367,54.599998474121094,55.06999969482422,11362000,0.005308385413877126
2021-01-15,53.70000076293945,55.029998779296875,51.70000076293945,54.5099983215332,10013600,-0.02221408315151241
2021-01-19,51.290000915527344,53.91999816894531,50.779998779296875,53.83000183105469,16063800,-0.044878953690357215
2021-01-20,53.18000030517578,54.099998474121094,52.06999969482422,53.92499923706055,11507500,0.036849275802532944
2021-01-21,53.560001373291016,54.44499969482422,52.65999984741211,53.58000183105469,8633700,0.007145563481282036
2021-01-22,52.529998779296875,53.560001373291016,51.75,52.88999938964844,9262400,-0.019230817169242576
2021-01-25,51.290000915527344,53.63999938964844,49.68000030517578,52.959999084472656,13377600,-0.023605518610029685
2021-01-26,54.060001373291016,56.52000045776367,52.849998474121094,53.68000030517578,24225800,0.054006636933498164
2021-01-27,54.27000045776367,56.689998626708984,52.09000015258789,53.630001068115234,19397200,0.0038845556629305555
2021-01-28,56.16999816894531,57.88999938964844,52.75,54.0099983215332,21573800,0.035010092042662366
2021-01-29,54.11000061035156,57.540000915527344,52.61000061035156,56.9900016784668,16429400,-0.03667433907328588
2021-02-01,54.63999938964844,55.75,53.141998291015625,54.540000915527344,11008700,0.00979483964735861
2021-02-02,59.310001373291016,60.95000076293945,57.41999816894531,58.459999084472656,31613900,0.08546855848844159
2021-02-03,60.11000061035156,60.849998474121094,58.38999938964844,60.09000015258789,12745100,0.01348843733834082
